review_id,listing_id,date,reviewer_id,reviewer_name,review_rating,review_text,sentiment_label,is_review_text_mocked,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,mocked_listing_fields,most_similar_review,similarity_score
66431554,8858989,2016-03-22,57589215,Chidi D.,4,Amazing stay! The host was super responsive and easy to communicate with. Check-in was smooth and the amenities were exactly what we needed.,positive,True,"Luxury TWO BED,TWO BATH,PANTHEON",1362043,2011-11-02,"Rome, Lazio, Italy",within a day,0.78,0.99,f,20.0,t,t,I Centro Storico,I Centro Storico District,Rome,41.90164,12.47547,Entire apartment,Entire place,6,2.0,"[""Cable TV"", ""Shampoo"", ""TV"", ""Wifi"", ""Essentials"", ""Air conditioning""]",170,2,1125,88.0,10.0,9.0,10.0,9.0,10.0,9.0,f,district,Amazing stay! The host was super responsive and easy to communicate with. Check-in was smooth and the amenities were exactly what we needed. We would definitely book this entire apartment again.,0.8942
425646968,20773149,2019-03-18,2703159,Grace M.,2,Below our expectations. We had several issues during our stay that were never resolved. The location in Highbridge was noisier than expected. Check-in was confusing and delayed our arrival in New York.,negative,True,Nice room across the street from the high bridge.,128692351,2017-05-03,"Bronx, New York, United States",within an hour,1.0,1.0,f,6.0,t,f,Highbridge,Bronx,New York,40.84153,-73.92506,Private room in apartment,Private room,2,1.0,"[""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Free street parking"", ""Bathtub"", ""Kitchen""]",53,2,1125,89.0,9.0,8.0,10.0,10.0,9.0,9.0,t,,Below our expectations. Our superhost was difficult to reach when we had issues. We had several issues during our stay that were never resolved. Check-in was confusing and delayed our arrival in New York.,0.6242
232629473,21399450,2018-02-05,104421274,Fatima V.,5,Wonderful experience. We would definitely book this entire loft again. The entire loft was spotless and exactly as described.,positive,True,Loft 3 San Jeronimo junto Hosp. Angeles Pedregal,110468226,2017-01-08,"Mexico City, Mexico City, Mexico",within an hour,0.9,1.0,t,5.0,t,t,La Magdalena Contreras,La Magdalena Contreras District,Mexico City,19.3166,-99.22241,Entire loft,Entire place,3,1.0,"[""Conditioner"", ""TV"", ""Dedicated workspace"", ""Shower gel"", ""Luggage dropoff allowed"", ""Extra pillows and blankets""]",1450,2,1125,100.0,9.0,10.0,10.0,10.0,10.0,10.0,t,district,Perfect for our trip. We would definitely book this entire loft again. The entire loft was spotless and exactly as described.,0.8333
457471212,1361769,2019-05-24,2642621,Tom D.,2,We had a rough experience. Check-in was confusing and delayed our arrival in Rome. Our superhost was difficult to reach when we had issues. The entire house was not as clean as the photos suggested.,negative,True,New Trastevere's exclusive Palace,7392775,2013-07-10,"Rome, Lazio, Italy",within an hour,1.0,1.0,t,4.0,t,t,I Centro Storico,I Centro Storico District,Rome,41.89187,12.46885,Entire house,Entire place,4,2.0,"[""Dishwasher"", ""Paid parking off premises"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Dedicated workspace"", ""Microwave""]",78,2,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,district,We had a rough experience. Our superhost was difficult to reach when we had issues. Check-in was confusing and delayed our arrival in Paris. The entire apartment was not as clean as the photos suggested.,0.8317
460010581,14282459,2019-05-28,3391170,Elena G.,3,"An average experience. Some things could be improved, like cleanliness in the private room in apartment. The private room in apartment was fine but a little smaller than expected.",neutral,True,"White Forest Room, Trastevere",78822571,2016-06-20,"Rome, Lazio, Italy",within an hour,1.0,1.0,t,4.0,t,t,I Centro Storico,I Centro Storico District,Rome,41.88749,12.47135,Private room in apartment,Private room,2,1.0,"[""Paid parking off premises"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Shampoo"", ""Dedicated workspace"", ""Host greets you""]",33,2,45,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,district,"Decent stay overall. The private room in apartment was fine but a little smaller than expected. Some things could be improved, like cleanliness in the private room in apartment.",0.8639
232372770,18449342,2018-02-04,166198795,Kenji N.,5,Amazing stay! The place felt very cozy for 4 guests. We would definitely book this entire apartment again.,positive,True,"Cozy new flat, anti-seismic, in historic downtown.",120967823,2017-03-15,"Mexico City, Mexico City, Mexico",within an hour,0.85,0.83,f,1.0,t,t,Cuauhtemoc,Cuauhtemoc District,Mexico City,19.42641,-99.15251,Entire apartment,Entire place,4,1.0,"[""TV"", ""Dedicated workspace"", ""Washer \u2013\u00a0In building"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Paid parking off premises""]",630,2,1125,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,Amazing stay! We would definitely book this entire apartment again. The place felt very cozy for 4 guests.,1.0
526206278,36604351,2019-09-08,150656145,Liam B.,4,Couldn't have asked for more. We would definitely book this entire loft again. The entire loft was spotless and exactly as described. Check-in was smooth and the amenities were exactly what we needed.,positive,True,Perfect Loft great location,91265490,2016-08-22,"Santiago de Queretaro, Queretaro, Mexico",within an hour,1.0,1.0,f,346.0,t,t,Miguel Hidalgo,Miguel Hidalgo District,Mexico City,19.40019,-99.1759,Entire loft,Entire place,3,1.0,"[""TV"", ""Shower gel"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Shampoo""]",586,1,1125,94.0,10.0,10.0,10.0,10.0,10.0,9.0,t,district,Amazing stay! We would definitely book this entire loft again. The entire loft was spotless and exactly as described. Check-in was smooth and the amenities were exactly what we needed.,0.8659
360064448,23242508,2018-12-19,103796482,Marie L.,2,Below our expectations. The entire apartment was not as clean as the photos suggested. The location in I Centro Storico was noisier than expected. We had several issues during our stay that were never resolved.,negative,True,Central Loft by the River,12874614,2014-03-06,"Rome, Lazio, Italy",within a few hours,0.73,1.0,t,1.0,t,t,I Centro Storico,I Centro Storico District,Rome,41.88049,12.47252,Entire apartment,Entire place,4,2.0,"[""Dishwasher"", ""Paid parking off premises"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Fire extinguisher""]",57,1,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,"host_response_time,host_response_rate,district,bedrooms",Would not recommend. The location in I Centro Storico was noisier than expected. The entire apartment was not as clean as the photos suggested. We had several issues during our stay that were never resolved.,0.9004
288283553,18492919,2018-07-09,21195403,Camille C.,3,It was okay for the price. It served its purpose for our stay in Paris.,neutral,True,Cosy Flat in the vibrant 18th,21671090,2014-09-23,"Paris, Ile-de-France, France",within an hour,0.72,0.63,t,1.0,t,t,Buttes-Montmartre,Buttes-Montmartre District,Paris,48.88599,2.36012,Entire apartment,Entire place,2,1.0,"[""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Wifi""]",90,4,15,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,"host_response_time,host_response_rate,host_acceptance_rate,district",It was okay for the price. It served its purpose for our stay in Paris.,1.0
344958792,25109215,2018-11-04,88579946,Ana C.,3,"An average experience. It served its purpose for our stay in Paris. Some things could be improved, like cleanliness in the entire apartment.",neutral,True,Studio Passy - Eiffel Tower - Trocadero,14816860,2014-04-27,"Paris, Ile-de-France, France",within a day,0.83,1.0,f,1.0,t,t,Passy,Passy District,Paris,48.85788,2.28564,Entire apartment,Entire place,2,1.0,"[""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Dedicated workspace""]",80,3,1125,97.0,10.0,10.0,9.0,10.0,10.0,9.0,f,"host_response_time,host_response_rate,district","An average experience. Some things could be improved, like cleanliness in the entire apartment. It served its purpose for our stay in Paris.",1.0
62076203,1565220,2016-02-11,20390470,Noor P.,3,Decent stay overall. Location in Alvaro Obregon was convenient enough. It served its purpose for our stay in Mexico City.,neutral,True,Descansa en la Suite de la Abuelita San Angel CDMX,2518152,2012-06-01,"Mexico City, Mexico City, Mexico",within an hour,1.0,1.0,f,7.0,t,t,Alvaro Obregon,Alvaro Obregon District,Mexico City,19.34615,-99.19062,Room in boutique hotel,Hotel room,2,1.0,"[""TV"", ""Dedicated workspace"", ""Dryer"", ""Luggage dropoff allowed"", ""Paid parking off premises"", ""Free street parking""]",2900,1,90,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,Decent stay overall. It served its purpose for our stay in Mexico City.,0.6687
455156422,18225324,2019-05-19,129243434,Sofia A.,2,Would not recommend. We had several issues during our stay that were never resolved. Our superhost was difficult to reach when we had issues. The location in Ward 62 was noisier than expected.,negative,True,"Light, Airy Apartment with Elegant Garden",116484308,2017-02-15,"Cape Town, Western Cape, South Africa",within an hour,1.0,1.0,t,2.0,t,t,Ward 62,Ward 62 District,Cape Town,-33.99639,18.4547,Entire apartment,Entire place,2,1.0,"[""Dryer"", ""Hair dryer"", ""Coffee maker"", ""Iron"", ""Fire extinguisher"", ""Heating""]",850,2,1125,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,district,Would not recommend. Our superhost was difficult to reach when we had issues. We had several issues during our stay that were never resolved. The location in Sydney was noisier than expected.,0.6528
449387078,28286395,2019-05-06,106410201,Grace R.,1,Not worth the price. The private room in apartment was not as clean as the photos suggested. Check-in was confusing and delayed our arrival in New York. Our superhost was difficult to reach when we had issues.,negative,True,Manhattan Private X-Small Bedroom- Good Location,36800887,2015-06-26,"New York, New York, United States",a few days or more,0.79,0.96,t,1.0,t,t,Midtown,Manhattan,New York,40.76532,-73.98341,Private room in apartment,Private room,2,1.0,"[""Hair dryer"", ""Essentials"", ""Wifi"", ""Heating"", ""Air conditioning""]",85,4,8,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,"host_response_time,host_response_rate,host_acceptance_rate",Would not recommend. Check-in was confusing and delayed our arrival in New York. Our superhost was difficult to reach when we had issues. The private room in apartment was not as clean as the photos suggested.,0.8872
484241423,23053597,2019-07-08,100813989,Lucas G.,5,Couldn't have asked for more. Check-in was smooth and the amenities were exactly what we needed. We would definitely book this private room in apartment again. The private room in apartment was spotless and exactly as described.,positive,True,Private room with visit to queens # 6,158540605,2017-11-13,"Queens, New York, United States",within an hour,0.96,1.0,t,7.0,t,f,Glendale,Queens,New York,40.70008,-73.88996,Private room in apartment,Private room,4,1.0,"[""Refrigerator"", ""Building staff"", ""Microwave"", ""Single level home"", ""Air conditioning"", ""Free street parking""]",40,3,1125,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,,Couldn't have asked for more. Check-in was smooth and the amenities were exactly what we needed. The private room in apartment was spotless and exactly as described.,0.9101
621157134,3688757,2020-03-28,6921181,Wei S.,2,Below our expectations. Check-in was confusing and delayed our arrival in Mexico City. We had several issues during our stay that were never resolved.,negative,True,Very cool apartment with terrace in Roma Norte,16700013,2014-06-12,"Mexico City, Federal District, Mexico",within an hour,1.0,0.77,t,1.0,t,t,Cuauhtemoc,Cuauhtemoc District,Mexico City,19.41374,-99.16327,Entire apartment,Entire place,4,2.0,"[""Outdoor dining area"", ""Outlet covers"", ""Mosquito net"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Hot water kettle""]",941,6,90,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,district,Below our expectations. We had several issues during our stay that were never resolved. Check-in was confusing and delayed our arrival in Mexico City.,1.0
426528351,27014742,2019-03-21,67207370,Diego V.,3,Decent stay overall. The host was polite but slow to respond a couple of times.,neutral,True,Nice studio in the best area of Paris,203254021,2018-07-18,"Paris, Ile-de-France, France",within an hour,0.88,0.89,f,1.0,t,f,Enclos-St-Laurent,Enclos-St-Laurent District,Paris,48.87425,2.35358,Entire apartment,Entire place,2,1.0,"[""Window guards"", ""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers""]",100,2,10,80.0,8.0,8.0,9.0,8.0,9.0,8.0,t,"host_response_time,host_response_rate,host_acceptance_rate,district,bedrooms",Decent stay overall. The host was polite but slow to respond a couple of times.,1.0
408626779,13623082,2019-02-05,44818848,Diego J.,2,Would not recommend. Check-in was confusing and delayed our arrival in Sydney. The location in Canterbury was noisier than expected.,negative,True,Inner West granny flat close to CBD and airport,78920515,2016-06-20,"New South Wales, Australia",within an hour,0.9,1.0,t,1.0,t,t,Canterbury,Canterbury District,Sydney,-33.9225,151.14722,Entire guesthouse,Entire place,4,2.0,"[""Garden or backyard"", ""Lockbox"", ""Children\u2019s books and toys"", ""Bed linens"", ""Shampoo"", ""Hair dryer""]",110,1,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,"host_response_time,host_response_rate,district",Would not recommend. We had several issues during our stay that were never resolved. Check-in was confusing and delayed our arrival in Sydney.,0.5731
368552795,18684438,2019-01-07,13677443,James T.,2,Below our expectations. The host was difficult to reach when we had issues. The location in Hotel-de-Ville was noisier than expected.,negative,True,Joan Miro Luxe In Paris Marais,20073379,2014-08-15,"Paris, Ile-de-France, France",within an hour,1.0,1.0,f,19.0,t,t,Hotel-de-Ville,Hotel-de-Ville District,Paris,48.85881,2.35756,Entire apartment,Entire place,8,3.0,"[""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Smoke alarm""]",775,5,365,98.0,10.0,10.0,9.0,9.0,10.0,9.0,f,district,We had a rough experience. The location in Hotel-de-Ville was noisier than expected. Check-in was confusing and delayed our arrival in Paris. Our superhost was difficult to reach when we had issues.,0.7052
128523207,2997093,2017-01-25,21492135,Fatima M.,4,"Perfect for our trip. Great location in Copacabana, close to everything we needed in Rio de Janeiro. The host was super responsive and easy to communicate with.",positive,True,apartment in copacabana,15277407,2014-05-08,"Rio, Rio de Janeiro, Brazil",within a few hours,1.0,0.86,f,1.0,t,t,Copacabana,Copacabana District,Rio de Janeiro,-22.9733,-43.18901,Entire apartment,Entire place,3,2.0,"[""Hangers"", ""Elevator"", ""Coffee maker"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",230,10,85,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,"We had a fantastic time. The host was super responsive and easy to communicate with. Great location in Copacabana, close to everything we needed in Rio de Janeiro.",0.8133
509826706,22297991,2019-08-15,197355788,Noor K.,4,"Couldn't have asked for more. Great location in Besiktas, close to everything we needed in Istanbul. The private room in apartment was spotless and exactly as described.",positive,True,Private Room at Tesvikiye/Nisantasi,20552363,2014-08-26,"Istanbul, Istanbul, Turkey",within a day,1.0,0.38,f,3.0,t,t,Besiktas,Besiktas District,Istanbul,41.04883,28.99863,Private room in apartment,Private room,3,1.0,"[""Hangers"", ""Smoke alarm"", ""Free street parking"", ""Washer"", ""Dishwasher"", ""Host greets you""]",137,1,17,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,district,Couldn't have asked for more. Check-in was smooth and the amenities were exactly what we needed. The private room in apartment was spotless and exactly as described.,0.5778
117211789,497821,2016-12-05,12391613,Fatima M.,3,An average experience. The host was polite but slow to respond a couple of times. Location in Palais-Bourbon was convenient enough.,neutral,True,"CHAMPS DE MARS, BRETEUIL, CHARMING FLAT 58 m2",2457817,2012-05-24,"Paris, Ile-de-France, France",within an hour,0.98,0.5,f,1.0,t,t,Palais-Bourbon,Palais-Bourbon District,Paris,48.85259,2.31288,Entire apartment,Entire place,3,1.0,"[""Children\u2019s books and toys"", ""Essentials"", ""Hot water"", ""Hangers"", ""Wifi"", ""Luggage dropoff allowed""]",125,3,300,90.0,9.0,8.0,10.0,10.0,10.0,9.0,f,"host_response_time,host_response_rate,host_acceptance_rate,district",An average experience. The host was polite but slow to respond a couple of times.,0.6805
529560458,24547729,2019-09-15,29904559,Grace A.,1,Not worth the price. Check-in was confusing and delayed our arrival in Sydney. The host was difficult to reach when we had issues. We had several issues during our stay that were never resolved.,negative,True,Private Modern Room - Ensuite Bathroom & Breakfast,90391305,2016-08-17,"West Pennant Hills, New South Wales, Australia",within an hour,0.9,0.91,f,3.0,t,t,The Hills Shire,The Hills Shire District,Sydney,-33.75171,151.04227,Private room in house,Private room,2,1.0,"[""Patio or balcony"", ""Garden or backyard"", ""Lockbox"", ""Gym"", ""Children\u2019s books and toys"", ""Bed linens""]",47,2,360,94.0,10.0,10.0,10.0,10.0,9.0,9.0,t,district,Not worth the price. We had several issues during our stay that were never resolved. Check-in was confusing and delayed our arrival in Sydney.,0.8785
220220018,4830932,2017-12-21,8875207,Grace W.,2,We had a rough experience. Our superhost was difficult to reach when we had issues. Check-in was confusing and delayed our arrival in Cape Town. The location in Ward 54 was noisier than expected.,negative,True,Holiday Accommodation in Camps Bay,17091713,2014-06-22,"Cape Town, Western Cape, South Africa",within an hour,1.0,1.0,t,1.0,t,f,Ward 54,Ward 54 District,Cape Town,-33.96255,18.38572,Private room in house,Private room,2,1.0,"[""Pack \u2019n Play/travel crib"", ""Hair dryer"", ""Dryer"", ""Hot water"", ""Heating"", ""Dedicated workspace""]",620,2,90,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,district,We had a rough experience. The location in Ward 54 was noisier than expected. Our superhost was difficult to reach when we had issues.,0.8119
412667806,1927584,2019-02-16,109564613,Wei K.,4,"Exceeded our expectations! Great location in I Centro Storico, close to everything we needed in Rome. The place felt very cozy for 6 guests.",positive,True,ROME 50 METERS FROM COLOSSEUM!,9984843,2013-11-13,"Rome, Lazio, Italy",within an hour,1.0,0.88,t,3.0,t,t,I Centro Storico,I Centro Storico District,Rome,41.88874,12.49506,Entire apartment,Entire place,6,3.0,"[""Dishwasher"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Fire extinguisher"", ""Hangers""]",122,3,29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,district,"Exceeded our expectations! Great location in I Centro Storico, close to everything we needed in Rome. Check-in was smooth and the amenities were exactly what we needed. The place felt very cozy for 3 guests.",0.8956
77180458,9729517,2016-05-30,11630180,Julia B.,2,Not worth the price. We had several issues during our stay that were never resolved. The shared room in condominium was not as clean as the photos suggested. Check-in was confusing and delayed our arrival in New York.,negative,True,Modern Apartment Prospect Heights,5023498,2013-02-09,"Brooklyn, New York, United States",within a day,0.75,0.55,f,2.0,t,t,Crown Heights,Brooklyn,New York,40.67885,-73.9609,Shared room in condominium,Shared room,3,1.0,"[""First aid kit"", ""Hair dryer"", ""Iron"", ""Hangers"", ""Essentials"", ""Washer""]",54,1,1125,90.0,9.0,10.0,9.0,9.0,9.0,10.0,f,,Not worth the price. The private room in apartment was not as clean as the photos suggested. We had several issues during our stay that were never resolved. Check-in was confusing and delayed our arrival in New York.,0.7871
23670044,725541,2014-12-07,24423841,Aylin D.,1,We had a rough experience. The location in Sydney was noisier than expected. Our superhost was difficult to reach when we had issues.,negative,True,The Biggest Bed in Sydney + Parking,1943399,2012-03-17,"Sydney, New South Wales, Australia",within an hour,1.0,0.99,t,3.0,t,t,Sydney,Sydney District,Sydney,-33.8921,151.20007,Entire apartment,Entire place,2,1.0,"[""Patio or balcony"", ""Lockbox"", ""Gym"", ""Children\u2019s books and toys"", ""Bed linens"", ""Shampoo""]",81,2,1000,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,We had a rough experience. The location in Sydney was noisier than expected. The host was difficult to reach when we had issues.,0.9141
31042714,3944872,2015-05-01,28939493,Marie N.,3,"An average experience. Some things could be improved, like cleanliness in the entire apartment.",neutral,True,Nice furnished apartmt in Mex City- Roma Norte,20442452,2014-08-23,"Mexico City, Mexico City, Mexico",within an hour,1.0,1.0,t,1.0,t,t,Cuauhtemoc,Cuauhtemoc District,Mexico City,19.42139,-99.16748,Entire apartment,Entire place,2,1.0,"[""TV"", ""Dedicated workspace"", ""Dryer"", ""Extra pillows and blankets"", ""Essentials"", ""Cable TV""]",1218,3,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,"An average experience. Some things could be improved, like cleanliness in the entire apartment.",1.0
