review_id,review_text,tagged_tokens,pos_tags_only
669542886,Decent stay overall. Our superhost was polite but slow to respond a couple of times. The entire apartment was fine but a little smaller than expected.,"[('Decent', 'NNP'), ('stay', 'NN'), ('overall', 'RB'), ('.', '.'), ('Our', 'PRP$'), ('superhost', 'NN'), ('was', 'VBD'), ('polite', 'JJ'), ('but', 'CC'), ('slow', 'JJ'), ('to', 'TO'), ('respond', 'VB'), ('a', 'DT'), ('couple', 'NN'), ('of', 'IN'), ('times', 'NNS'), ('.', '.'), ('The', 'DT'), ('entire', 'JJ'), ('apartment', 'NN'), ('was', 'VBD'), ('fine', 'JJ'), ('but', 'CC'), ('a', 'DT'), ('little', 'JJ'), ('smaller', 'JJR'), ('than', 'IN'), ('expected', 'VBN'), ('.', '.')]","['NNP', 'NN', 'RB', '.', 'PRP$', 'NN', 'VBD', 'JJ', 'CC', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS', '.', 'DT', 'JJ', 'NN', 'VBD', 'JJ', 'CC', 'DT', 'JJ', 'JJR', 'IN', 'VBN', '.']"
158274067,It was okay for the price. Location in I Centro Storico was convenient enough. The host was polite but slow to respond a couple of times.,"[('It', 'PRP'), ('was', 'VBD'), ('okay', 'VBN'), ('for', 'IN'), ('the', 'DT'), ('price', 'NN'), ('.', '.'), ('Location', 'NN'), ('in', 'IN'), ('I', 'PRP'), ('Centro', 'NNP'), ('Storico', 'NNP'), ('was', 'VBD'), ('convenient', 'JJ'), ('enough', 'RB'), ('.', '.'), ('The', 'DT'), ('host', 'NN'), ('was', 'VBD'), ('polite', 'JJ'), ('but', 'CC'), ('slow', 'JJ'), ('to', 'TO'), ('respond', 'VB'), ('a', 'DT'), ('couple', 'NN'), ('of', 'IN'), ('times', 'NNS'), ('.', '.')]","['PRP', 'VBD', 'VBN', 'IN', 'DT', 'NN', '.', 'NN', 'IN', 'PRP', 'NNP', 'NNP', 'VBD', 'JJ', 'RB', '.', 'DT', 'NN', 'VBD', 'JJ', 'CC', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS', '.']"
281168772,"Loved every minute of it. Check-in was smooth and the amenities were exactly what we needed. Great location in Prince's Bay, close to everything we needed in New York.","[('Loved', 'VBN'), ('every', 'DT'), ('minute', 'NN'), ('of', 'IN'), ('it', 'PRP'), ('.', '.'), ('Check-in', 'NNP'), ('was', 'VBD'), ('smooth', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('amenities', 'NNS'), ('were', 'VBD'), ('exactly', 'RB'), ('what', 'WP'), ('we', 'PRP'), ('needed', 'VBD'), ('.', '.'), ('Great', 'NNP'), ('location', 'NN'), ('in', 'IN'), ('Prince', 'NNP'), (""'s"", 'POS'), ('Bay', 'NNP'), (',', ','), ('close', 'RB'), ('to', 'TO'), ('everything', 'NN'), ('we', 'PRP'), ('needed', 'VBD'), ('in', 'IN'), ('New', 'NNP'), ('York', 'NNP'), ('.', '.')]","['VBN', 'DT', 'NN', 'IN', 'PRP', '.', 'NNP', 'VBD', 'JJ', 'CC', 'DT', 'NNS', 'VBD', 'RB', 'WP', 'PRP', 'VBD', '.', 'NNP', 'NN', 'IN', 'NNP', 'POS', 'NNP', ',', 'RB', 'TO', 'NN', 'PRP', 'VBD', 'IN', 'NNP', 'NNP', '.']"
78097741,Reasonable for a short trip. It served its purpose for our stay in Rome.,"[('Reasonable', 'JJ'), ('for', 'IN'), ('a', 'DT'), ('short', 'JJ'), ('trip', 'NN'), ('.', '.'), ('It', 'PRP'), ('served', 'VBD'), ('its', 'PRP$'), ('purpose', 'NN'), ('for', 'IN'), ('our', 'PRP$'), ('stay', 'NN'), ('in', 'IN'), ('Rome', 'NNP'), ('.', '.')]","['JJ', 'IN', 'DT', 'JJ', 'NN', '.', 'PRP', 'VBD', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NNP', '.']"
515211298,Wonderful experience. We would definitely book this private room in house again. Our superhost was super responsive and easy to communicate with.,"[('Wonderful', 'JJ'), ('experience', 'NN'), ('.', '.'), ('We', 'PRP'), ('would', 'MD'), ('definitely', 'RB'), ('book', 'NN'), ('this', 'DT'), ('private', 'JJ'), ('room', 'NN'), ('in', 'IN'), ('house', 'NN'), ('again', 'RB'), ('.', '.'), ('Our', 'PRP$'), ('superhost', 'NN'), ('was', 'VBD'), ('super', 'JJ'), ('responsive', 'NN'), ('and', 'CC'), ('easy', 'JJ'), ('to', 'TO'), ('communicate', 'VB'), ('with', 'IN'), ('.', '.')]","['JJ', 'NN', '.', 'PRP', 'MD', 'RB', 'NN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'RB', '.', 'PRP$', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN', '.']"
547481538,Amazing stay! The room in hotel was spotless and exactly as described. The place felt very cozy for 2 guests. Our superhost was super responsive and easy to communicate with.,"[('Amazing', 'VBG'), ('stay', 'NN'), ('!', '.'), ('The', 'DT'), ('room', 'NN'), ('in', 'IN'), ('hotel', 'NN'), ('was', 'VBD'), ('spotless', 'JJ'), ('and', 'CC'), ('exactly', 'RB'), ('as', 'IN'), ('described', 'VBN'), ('.', '.'), ('The', 'DT'), ('place', 'NN'), ('felt', 'VBD'), ('very', 'RB'), ('cozy', 'JJ'), ('for', 'IN'), ('2', 'CD'), ('guests', 'NNS'), ('.', '.'), ('Our', 'PRP$'), ('superhost', 'NN'), ('was', 'VBD'), ('super', 'JJ'), ('responsive', 'NN'), ('and', 'CC'), ('easy', 'JJ'), ('to', 'TO'), ('communicate', 'VB'), ('with', 'IN'), ('.', '.')]","['VBG', 'NN', '.', 'DT', 'NN', 'IN', 'NN', 'VBD', 'JJ', 'CC', 'RB', 'IN', 'VBN', '.', 'DT', 'NN', 'VBD', 'RB', 'JJ', 'IN', 'CD', 'NNS', '.', 'PRP$', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN', '.']"
503543469,We had a rough experience. The location in Beyoglu was noisier than expected. The entire apartment was not as clean as the photos suggested. Our superhost was difficult to reach when we had issues.,"[('We', 'PRP'), ('had', 'VBD'), ('a', 'DT'), ('rough', 'JJ'), ('experience', 'NN'), ('.', '.'), ('The', 'DT'), ('location', 'NN'), ('in', 'IN'), ('Beyoglu', 'NNP'), ('was', 'VBD'), ('noisier', 'JJR'), ('than', 'IN'), ('expected', 'VBN'), ('.', '.'), ('The', 'DT'), ('entire', 'JJ'), ('apartment', 'NN'), ('was', 'VBD'), ('not', 'RB'), ('as', 'RB'), ('clean', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('photos', 'NN'), ('suggested', 'VBD'), ('.', '.'), ('Our', 'PRP$'), ('superhost', 'NN'), ('was', 'VBD'), ('difficult', 'JJ'), ('to', 'TO'), ('reach', 'VB'), ('when', 'WRB'), ('we', 'PRP'), ('had', 'VBD'), ('issues', 'NNS'), ('.', '.')]","['PRP', 'VBD', 'DT', 'JJ', 'NN', '.', 'DT', 'NN', 'IN', 'NNP', 'VBD', 'JJR', 'IN', 'VBN', '.', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBD', '.', 'PRP$', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', '.']"
590297118,An average experience. Location in Enclos-St-Laurent was convenient enough.,"[('An', 'DT'), ('average', 'JJ'), ('experience', 'NN'), ('.', '.'), ('Location', 'NN'), ('in', 'IN'), ('Enclos-St-Laurent', 'NNP'), ('was', 'VBD'), ('convenient', 'JJ'), ('enough', 'RB'), ('.', '.')]","['DT', 'JJ', 'NN', '.', 'NN', 'IN', 'NNP', 'VBD', 'JJ', 'RB', '.']"
67633782,"Perfect for our trip. Great location in I Centro Storico, close to everything we needed in Rome. Our superhost was super responsive and easy to communicate with.","[('Perfect', 'NN'), ('for', 'IN'), ('our', 'PRP$'), ('trip', 'NN'), ('.', '.'), ('Great', 'NNP'), ('location', 'NN'), ('in', 'IN'), ('I', 'PRP'), ('Centro', 'NNP'), ('Storico', 'NNP'), (',', ','), ('close', 'RB'), ('to', 'TO'), ('everything', 'NN'), ('we', 'PRP'), ('needed', 'VBD'), ('in', 'IN'), ('Rome', 'NNP'), ('.', '.'), ('Our', 'PRP$'), ('superhost', 'NN'), ('was', 'VBD'), ('super', 'JJ'), ('responsive', 'NN'), ('and', 'CC'), ('easy', 'JJ'), ('to', 'TO'), ('communicate', 'VB'), ('with', 'IN'), ('.', '.')]","['NN', 'IN', 'PRP$', 'NN', '.', 'NNP', 'NN', 'IN', 'PRP', 'NNP', 'NNP', ',', 'RB', 'TO', 'NN', 'PRP', 'VBD', 'IN', 'NNP', '.', 'PRP$', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN', '.']"
60963469,Exceeded our expectations! Check-in was smooth and the amenities were exactly what we needed. The host was super responsive and easy to communicate with.,"[('Exceeded', 'VBD'), ('our', 'PRP$'), ('expectations', 'NNS'), ('!', '.'), ('Check-in', 'NN'), ('was', 'VBD'), ('smooth', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('amenities', 'NNS'), ('were', 'VBD'), ('exactly', 'RB'), ('what', 'WP'), ('we', 'PRP'), ('needed', 'VBD'), ('.', '.'), ('The', 'DT'), ('host', 'NN'), ('was', 'VBD'), ('super', 'JJ'), ('responsive', 'NN'), ('and', 'CC'), ('easy', 'JJ'), ('to', 'TO'), ('communicate', 'VB'), ('with', 'IN'), ('.', '.')]","['VBD', 'PRP$', 'NNS', '.', 'NN', 'VBD', 'JJ', 'CC', 'DT', 'NNS', 'VBD', 'RB', 'WP', 'PRP', 'VBD', '.', 'DT', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN', '.']"
28816193,Would not recommend. We had several issues during our stay that were never resolved. The host was difficult to reach when we had issues.,"[('Would', 'MD'), ('not', 'RB'), ('recommend', 'VB'), ('.', '.'), ('We', 'PRP'), ('had', 'VBD'), ('several', 'JJ'), ('issues', 'NNS'), ('during', 'IN'), ('our', 'PRP$'), ('stay', 'NN'), ('that', 'WDT'), ('were', 'VBD'), ('never', 'RB'), ('resolved', 'VBN'), ('.', '.'), ('The', 'DT'), ('host', 'NN'), ('was', 'VBD'), ('difficult', 'JJ'), ('to', 'TO'), ('reach', 'VB'), ('when', 'WRB'), ('we', 'PRP'), ('had', 'VBD'), ('issues', 'NNS'), ('.', '.')]","['MD', 'RB', 'VB', '.', 'PRP', 'VBD', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'WDT', 'VBD', 'RB', 'VBN', '.', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', '.']"
568954233,Not worth the price. The location in Popincourt was noisier than expected. Our superhost was difficult to reach when we had issues. The entire apartment was not as clean as the photos suggested.,"[('Not', 'RB'), ('worth', 'IN'), ('the', 'DT'), ('price', 'NN'), ('.', '.'), ('The', 'DT'), ('location', 'NN'), ('in', 'IN'), ('Popincourt', 'NNP'), ('was', 'VBD'), ('noisier', 'JJR'), ('than', 'IN'), ('expected', 'VBN'), ('.', '.'), ('Our', 'PRP$'), ('superhost', 'NN'), ('was', 'VBD'), ('difficult', 'JJ'), ('to', 'TO'), ('reach', 'VB'), ('when', 'WRB'), ('we', 'PRP'), ('had', 'VBD'), ('issues', 'NNS'), ('.', '.'), ('The', 'DT'), ('entire', 'JJ'), ('apartment', 'NN'), ('was', 'VBD'), ('not', 'RB'), ('as', 'RB'), ('clean', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('photos', 'NN'), ('suggested', 'VBD'), ('.', '.')]","['RB', 'IN', 'DT', 'NN', '.', 'DT', 'NN', 'IN', 'NNP', 'VBD', 'JJR', 'IN', 'VBN', '.', 'PRP$', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', '.', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBD', '.']"
85784691,We had a fantastic time. We would definitely book this shared room in apartment again. Check-in was smooth and the amenities were exactly what we needed.,"[('We', 'PRP'), ('had', 'VBD'), ('a', 'DT'), ('fantastic', 'JJ'), ('time', 'NN'), ('.', '.'), ('We', 'PRP'), ('would', 'MD'), ('definitely', 'RB'), ('book', 'NN'), ('this', 'DT'), ('shared', 'VBN'), ('room', 'NN'), ('in', 'IN'), ('apartment', 'NN'), ('again', 'RB'), ('.', '.'), ('Check-in', 'NNP'), ('was', 'VBD'), ('smooth', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('amenities', 'NNS'), ('were', 'VBD'), ('exactly', 'RB'), ('what', 'WP'), ('we', 'PRP'), ('needed', 'VBD'), ('.', '.')]","['PRP', 'VBD', 'DT', 'JJ', 'NN', '.', 'PRP', 'MD', 'RB', 'NN', 'DT', 'VBN', 'NN', 'IN', 'NN', 'RB', '.', 'NNP', 'VBD', 'JJ', 'CC', 'DT', 'NNS', 'VBD', 'RB', 'WP', 'PRP', 'VBD', '.']"
133734792,Disappointing stay. The entire apartment was not as clean as the photos suggested. We had several issues during our stay that were never resolved. The host was difficult to reach when we had issues.,"[('Disappointing', 'VBG'), ('stay', 'NN'), ('.', '.'), ('The', 'DT'), ('entire', 'JJ'), ('apartment', 'NN'), ('was', 'VBD'), ('not', 'RB'), ('as', 'RB'), ('clean', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('photos', 'NN'), ('suggested', 'VBD'), ('.', '.'), ('We', 'PRP'), ('had', 'VBD'), ('several', 'JJ'), ('issues', 'NNS'), ('during', 'IN'), ('our', 'PRP$'), ('stay', 'NN'), ('that', 'WDT'), ('were', 'VBD'), ('never', 'RB'), ('resolved', 'VBN'), ('.', '.'), ('The', 'DT'), ('host', 'NN'), ('was', 'VBD'), ('difficult', 'JJ'), ('to', 'TO'), ('reach', 'VB'), ('when', 'WRB'), ('we', 'PRP'), ('had', 'VBD'), ('issues', 'NNS'), ('.', '.')]","['VBG', 'NN', '.', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBD', '.', 'PRP', 'VBD', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'WDT', 'VBD', 'RB', 'VBN', '.', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', '.']"
56699513,Not worth the price. Check-in was confusing and delayed our arrival in Paris. The host was difficult to reach when we had issues. The entire apartment was not as clean as the photos suggested.,"[('Not', 'RB'), ('worth', 'IN'), ('the', 'DT'), ('price', 'NN'), ('.', '.'), ('Check-in', 'NNP'), ('was', 'VBD'), ('confusing', 'VBG'), ('and', 'CC'), ('delayed', 'VB'), ('our', 'PRP$'), ('arrival', 'NN'), ('in', 'IN'), ('Paris', 'NNP'), ('.', '.'), ('The', 'DT'), ('host', 'NN'), ('was', 'VBD'), ('difficult', 'JJ'), ('to', 'TO'), ('reach', 'VB'), ('when', 'WRB'), ('we', 'PRP'), ('had', 'VBD'), ('issues', 'NNS'), ('.', '.'), ('The', 'DT'), ('entire', 'JJ'), ('apartment', 'NN'), ('was', 'VBD'), ('not', 'RB'), ('as', 'RB'), ('clean', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('photos', 'NN'), ('suggested', 'VBD'), ('.', '.')]","['RB', 'IN', 'DT', 'NN', '.', 'NNP', 'VBD', 'VBG', 'CC', 'VB', 'PRP$', 'NN', 'IN', 'NNP', '.', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', '.', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBD', '.']"
610715195,"Nothing special, but fine. Some things could be improved, like cleanliness in the entire guesthouse.","[('Nothing', 'VBG'), ('special', 'JJ'), (',', ','), ('but', 'CC'), ('fine', 'NN'), ('.', '.'), ('Some', 'DT'), ('things', 'NNS'), ('could', 'MD'), ('be', 'VB'), ('improved', 'VBN'), (',', ','), ('like', 'IN'), ('cleanliness', 'NN'), ('in', 'IN'), ('the', 'DT'), ('entire', 'JJ'), ('guesthouse', 'NN'), ('.', '.')]","['VBG', 'JJ', ',', 'CC', 'NN', '.', 'DT', 'NNS', 'MD', 'VB', 'VBN', ',', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"
144007706,"It was okay for the price. Some things could be improved, like cleanliness in the entire loft. The entire loft was fine but a little smaller than expected.","[('It', 'PRP'), ('was', 'VBD'), ('okay', 'VBN'), ('for', 'IN'), ('the', 'DT'), ('price', 'NN'), ('.', '.'), ('Some', 'DT'), ('things', 'NNS'), ('could', 'MD'), ('be', 'VB'), ('improved', 'VBN'), (',', ','), ('like', 'IN'), ('cleanliness', 'NN'), ('in', 'IN'), ('the', 'DT'), ('entire', 'JJ'), ('loft', 'NN'), ('.', '.'), ('The', 'DT'), ('entire', 'JJ'), ('loft', 'NN'), ('was', 'VBD'), ('fine', 'JJ'), ('but', 'CC'), ('a', 'DT'), ('little', 'JJ'), ('smaller', 'JJR'), ('than', 'IN'), ('expected', 'VBN'), ('.', '.')]","['PRP', 'VBD', 'VBN', 'IN', 'DT', 'NN', '.', 'DT', 'NNS', 'MD', 'VB', 'VBN', ',', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', '.', 'DT', 'JJ', 'NN', 'VBD', 'JJ', 'CC', 'DT', 'JJ', 'JJR', 'IN', 'VBN', '.']"
567225243,"Nothing special, but fine. Location in Bang Sue was convenient enough.","[('Nothing', 'VBG'), ('special', 'JJ'), (',', ','), ('but', 'CC'), ('fine', 'JJ'), ('.', '.'), ('Location', 'NN'), ('in', 'IN'), ('Bang', 'NNP'), ('Sue', 'NNP'), ('was', 'VBD'), ('convenient', 'JJ'), ('enough', 'RB'), ('.', '.')]","['VBG', 'JJ', ',', 'CC', 'JJ', '.', 'NN', 'IN', 'NNP', 'NNP', 'VBD', 'JJ', 'RB', '.']"
